itemId	latitude	longitude
0	32.94	-97.10
1	32.94	-97.13
2	39.04	-94.59
3	39.04	-94.59
4	30.27	-97.75
5	30.26	-97.73
6	32.94	-97.06
7	32.95	-97.06
8	32.96	-97.04
9	30.27	-97.74
10	30.27	-97.75
11	30.27	-97.75
12	37.44	-122.16
13	37.44	-122.16
14	30.28	-97.72
15	30.28	-97.72
16	30.31	-97.74
17	30.27	-97.75
18	30.26	-97.74
19	30.27	-97.74
20	30.27	-97.74
21	30.27	-97.74
22	30.27	-97.74
23	30.27	-97.74
24	30.27	-97.75
25	30.27	-97.75
26	30.27	-97.74
27	30.27	-97.74
28	30.26	-97.74
29	30.27	-97.75
30	30.27	-97.74
31	30.27	-97.74
32	30.27	-97.74
33	30.27	-97.74
34	30.27	-97.74
35	30.26	-97.74
36	30.27	-97.74
37	30.26	-97.74
38	30.26	-97.74
39	30.26	-97.75
40	30.26	-97.75
41	30.26	-97.74
42	30.27	-97.74
43	30.27	-97.74
44	30.27	-97.74
45	30.27	-97.74
46	37.79	-122.41
47	37.78	-122.41
48	37.83	-122.29
49	30.27	-97.74
50	30.30	-97.74
51	34.02	-118.49
52	34.02	-118.49
53	30.20	-97.67
54	30.25	-97.75
55	30.26	-97.81
56	30.27	-97.74
57	30.27	-97.74
58	30.27	-97.74
59	30.27	-97.74
60	30.26	-97.75
61	32.78	-96.78
62	30.27	-97.74
63	32.79	-96.80
64	32.80	-96.80
65	39.04	-94.59
66	39.04	-94.58
67	32.76	-117.23
68	33.81	-117.92
69	30.26	-97.73
70	30.27	-97.74
71	30.27	-97.74
72	30.28	-97.77
73	37.33	-122.03
74	38.89	-77.00
75	38.89	-77.01
76	38.89	-77.03
77	38.88	-77.04
78	38.89	-77.03
79	38.89	-77.04
80	38.89	-77.04
81	38.89	-77.05
82	38.89	-77.05
83	38.89	-77.05
84	38.90	-77.04
85	32.85	-96.71
86	33.10	-96.82
87	33.09	-96.82
88	33.08	-96.82
89	32.77	-96.80
90	33.05	-96.83
91	32.82	-96.79
92	32.95	-96.61
93	32.79	-96.80
94	32.78	-96.81
95	32.78	-96.80
96	32.78	-96.81
97	32.78	-96.81
98	32.78	-96.81
99	37.33	-122.03
100	37.32	-122.03
101	40.00	-83.02
102	39.98	-83.04
103	39.99	-83.01
104	32.95	-96.82
105	32.77	-96.80
106	39.05	-94.59
107	39.05	-94.59
108	32.79	-96.81
109	32.78	-96.81
110	32.80	-96.80
111	32.81	-96.80
112	47.61	-122.34
113	47.61	-122.34
114	47.60	-122.32
115	47.63	-122.36
116	32.86	-96.80
117	32.87	-96.77
118	32.82	-96.72
119	37.33	-122.03
120	37.79	-122.43
121	37.74	-122.42
122	37.78	-122.46
123	37.74	-122.41
124	37.78	-122.39
125	37.39	-121.98
126	37.45	-122.16
127	37.78	-122.42
128	37.75	-122.42
129	37.77	-122.42
130	37.77	-122.40
131	33.15	-96.84
132	32.84	-96.78
133	32.75	-97.08
134	32.75	-97.09
135	32.76	-97.07
136	33.04	-97.28
137	32.94	-97.13
138	32.94	-97.13
139	32.94	-97.13
140	32.94	-97.13
141	32.94	-97.19
142	32.79	-97.35
143	30.61	-96.34
144	30.62	-96.34
145	37.80	-122.41
146	37.80	-122.41
147	37.80	-122.41
148	37.80	-122.41
149	37.80	-122.41
150	37.80	-122.41
151	37.80	-122.41
152	37.80	-122.41
153	37.80	-122.40
154	41.88	-87.64
155	41.92	-87.64
156	32.92	-97.09
157	32.75	-97.36
158	32.79	-96.81
159	32.68	-97.40
160	29.75	-95.36
161	29.76	-95.36
162	29.68	-95.41
163	33.76	-97.13
164	35.21	-97.44
165	35.20	-97.44
166	39.05	-94.48
167	41.83	-87.63
168	41.88	-87.67
169	37.79	-122.41
170	37.80	-122.41
171	37.82	-122.48
172	37.81	-122.42
173	37.81	-122.42
174	37.81	-122.42
