itemId	latitude	longitude
0	32.94	-97.13
1	32.94	-97.13
2	32.94	-97.10
3	32.94	-97.13
4	32.94	-97.13
5	39.04	-94.59
6	39.04	-94.59
7	39.05	-94.61
8	39.05	-94.60
9	30.27	-97.75
10	30.26	-97.73
11	25.75	-80.25
12	25.75	-80.26
13	30.27	-97.74
14	30.27	-97.75
15	51.54	-0.10
16	51.53	-0.11
17	30.27	-97.75
18	30.27	-97.74
19	37.44	-122.16
20	37.44	-122.16
21	30.28	-97.72
22	30.28	-97.72
23	30.31	-97.74
24	30.27	-97.75
25	30.26	-97.74
26	30.27	-97.74
27	30.27	-97.74
28	30.27	-97.74
29	30.27	-97.74
30	30.27	-97.74
31	30.27	-97.74
32	30.27	-97.75
33	30.27	-97.75
34	30.27	-97.75
35	30.27	-97.74
36	37.80	-122.39
37	37.80	-122.40
38	37.74	-122.41
39	30.27	-97.74
40	30.26	-97.74
41	30.27	-97.75
42	31.53	-97.13
43	30.27	-97.74
44	30.27	-97.74
45	30.27	-97.74
46	30.27	-97.74
47	30.27	-97.74
48	30.26	-97.74
49	30.27	-97.74
50	30.26	-97.74
51	30.26	-97.74
52	30.26	-97.75
53	30.27	-97.75
54	30.26	-97.75
55	30.26	-97.75
56	30.26	-97.74
57	30.27	-97.74
58	30.27	-97.74
59	30.27	-97.74
60	30.27	-97.74
61	30.27	-97.74
62	37.79	-122.41
63	37.78	-122.41
64	37.83	-122.29
65	37.42	-122.21
66	30.27	-97.75
67	30.27	-97.74
68	30.25	-97.75
69	30.25	-97.75
70	30.25	-97.75
71	30.27	-97.75
72	30.30	-97.74
73	34.02	-118.49
74	34.02	-118.49
75	30.20	-97.67
76	30.25	-97.75
77	37.78	-122.47
78	30.26	-97.81
79	30.27	-97.74
80	30.27	-97.74
81	30.27	-97.74
82	30.27	-97.74
83	30.26	-97.75
84	30.26	-97.75
85	32.72	-97.36
86	32.72	-97.36
87	32.72	-97.36
88	32.72	-97.36
89	32.72	-97.36
90	32.72	-97.36
91	32.72	-97.36
92	32.72	-97.36
93	32.72	-97.36
94	32.78	-96.78
95	30.27	-97.74
96	32.79	-96.80
97	32.80	-96.80
98	30.26	-97.73
99	30.27	-97.74
100	30.27	-97.74
101	30.28	-97.77
102	37.32	-122.04
103	37.33	-122.03
104	32.94	-97.13
105	32.82	-96.79
106	39.04	-94.59
107	39.04	-94.58
108	39.04	-94.59
109	39.05	-94.59
110	32.76	-117.23
111	33.81	-117.92
112	34.13	-118.36
113	34.14	-118.39
114	34.14	-118.36
115	32.94	-97.06
116	32.95	-97.06
117	32.96	-97.04
118	32.97	-97.04
119	33.00	-97.05
120	38.90	-77.00
121	38.90	-77.01
122	38.89	-77.00
123	38.89	-77.00
124	38.89	-77.01
125	38.89	-77.03
126	38.88	-77.04
127	38.89	-77.03
128	38.89	-77.03
129	38.89	-77.04
130	38.89	-77.04
131	38.89	-77.05
132	38.89	-77.05
133	38.89	-77.05
134	38.89	-77.05
135	38.89	-77.04
136	38.89	-77.04
137	38.88	-77.04
138	38.90	-77.04
139	32.96	-96.82
140	35.14	-90.05
141	32.94	-97.13
142	25.76	-80.25
143	25.73	-80.16
144	25.77	-80.19
145	25.79	-80.13
146	25.79	-80.13
147	37.76	-122.43
148	35.65	-97.42
149	35.65	-97.42
150	41.46	-73.23
151	41.38	-73.48
152	37.44	-122.16
153	32.91	-96.64
154	32.81	-96.75
155	32.95	-96.61
156	32.79	-96.80
157	32.79	-96.80
158	32.78	-96.81
159	32.78	-96.81
160	32.78	-96.80
161	32.78	-96.80
162	32.78	-96.81
163	32.78	-96.81
164	32.78	-96.81
165	32.78	-96.81
166	32.78	-96.81
167	32.78	-96.81
168	32.78	-96.81
169	32.78	-96.80
170	32.85	-96.72
171	32.85	-96.71
172	32.84	-96.72
173	33.10	-96.82
174	33.09	-96.82
175	33.08	-96.82
176	32.77	-96.80
177	33.05	-96.83
178	32.83	-96.73
179	32.82	-96.79
180	32.82	-96.79
181	30.18	-97.72
182	37.32	-122.05
183	32.82	-96.79
184	39.08	-94.59
185	37.33	-122.03
186	37.32	-122.03
187	40.00	-83.02
188	40.00	-83.02
189	40.00	-83.01
190	39.98	-83.04
191	40.00	-83.01
192	39.99	-83.01
193	32.95	-96.82
194	32.95	-96.82
195	32.77	-96.80
196	39.05	-94.59
197	39.05	-94.59
198	47.64	-122.36
199	47.61	-122.34
200	47.63	-122.36
201	47.61	-122.34
202	47.61	-122.34
203	47.64	-122.37
204	47.63	-122.36
205	47.60	-122.32
206	47.63	-122.36
207	32.71	-117.16
208	32.71	-117.16
209	32.79	-96.81
210	32.78	-96.81
211	32.78	-96.80
212	32.80	-96.80
213	32.80	-96.80
214	32.80	-96.80
215	32.81	-96.80
216	32.79	-96.80
217	47.65	-122.35
218	47.65	-122.35
219	47.65	-122.35
220	34.75	-92.27
221	32.86	-96.80
222	32.87	-96.77
223	32.82	-96.72
224	32.94	-97.13
225	32.94	-97.13
226	32.94	-97.13
227	32.94	-97.13
228	37.44	-122.16
229	37.44	-122.16
230	37.45	-122.16
231	37.45	-122.16
232	37.72	-122.48
233	37.78	-122.46
234	37.41	-121.98
235	37.33	-122.03
236	37.79	-122.43
237	37.74	-122.42
238	37.78	-122.46
239	37.78	-122.46
240	37.73	-122.43
241	37.73	-122.43
242	37.76	-122.42
243	37.76	-122.42
244	37.74	-122.41
245	37.79	-122.41
246	37.78	-122.39
247	37.39	-121.98
248	37.45	-122.17
249	37.78	-122.42
250	37.72	-122.46
251	37.75	-122.42
252	37.76	-122.41
253	37.77	-122.42
254	37.77	-122.40
255	32.88	-97.26
256	32.89	-97.26
257	33.15	-96.84
258	32.84	-96.78
259	32.86	-96.96
260	32.75	-97.08
261	32.75	-97.09
262	32.76	-97.07
263	33.04	-97.28
264	32.88	-97.24
265	32.94	-97.13
266	32.94	-97.13
267	32.94	-97.13
268	32.94	-97.13
269	32.94	-97.13
270	32.94	-97.13
271	32.94	-97.13
272	32.94	-97.13
273	32.94	-97.19
274	32.93	-97.24
275	32.93	-97.25
276	32.94	-97.25
277	32.94	-97.25
278	32.72	-97.37
279	32.79	-97.35
280	32.79	-97.35
281	30.61	-96.34
282	30.61	-96.34
283	30.60	-96.35
284	30.61	-96.35
285	30.61	-96.34
286	30.62	-96.35
287	30.62	-96.34
288	31.53	-97.15
289	41.96	-87.81
290	41.91	-87.82
291	37.80	-122.41
292	37.80	-122.41
293	37.80	-122.41
294	37.80	-122.41
295	37.80	-122.41
296	37.80	-122.41
297	37.80	-122.41
298	37.80	-122.41
299	37.80	-122.41
300	37.80	-122.41
301	37.80	-122.40
302	32.52	-94.36
303	32.52	-94.24
304	32.55	-94.37
305	42.37	-71.12
306	42.36	-71.05
307	32.92	-97.09
308	32.92	-97.09
309	32.92	-97.09
310	32.75	-97.33
311	32.75	-97.36
312	32.79	-96.81
313	32.79	-96.80
314	32.94	-97.13
315	32.94	-97.13
316	32.94	-97.13
317	32.72	-97.36
318	32.72	-97.36
319	32.72	-97.36
320	32.72	-97.35
321	32.72	-97.36
322	32.72	-97.36
323	32.72	-97.36
324	32.93	-97.23
325	32.68	-97.40
326	32.68	-97.40
327	29.75	-95.36
328	29.76	-95.36
329	29.68	-95.41
330	32.44	-97.79
331	32.44	-97.79
332	32.44	-97.79
333	33.76	-97.13
334	35.19	-97.44
335	35.19	-97.45
336	35.21	-97.44
337	35.21	-97.44
338	35.21	-97.45
339	35.20	-97.44
340	36.13	-97.07
341	36.13	-97.07
342	39.20	-96.59
343	39.20	-96.58
344	38.97	-95.23
345	38.96	-95.25
346	38.96	-95.25
347	39.05	-94.48
348	39.05	-94.48
349	38.94	-92.33
350	38.93	-92.33
351	32.95	-97.13
352	33.00	-96.86
353	33.03	-96.83
